eco,name,pgn,family,variation,position_fen,color_hex,family_hue,duplicate_group_size,duplicate_group_rank,umap_x,umap_y
A10,English Opening: Great Snake Variation,1. c4 g6,English Opening,Great Snake Variation,rnbqkbnr/pppppp1p/6p1/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,#61da2d,102.16216216216216,1,1,-3.638946771621704,4.403811931610107
A10,English Opening: Jaenisch Gambit,1. c4 b5,English Opening,Jaenisch Gambit,rnbqkbnr/p1pppppp/8/1p6/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,#67d43a,102.16216216216216,1,1,-2.9835736751556396,3.5713536739349365
A10,"English Opening: King's English Variation, Botvinnik System, Prickly Pawn Pass System",1. c4 g6 2. Nc3 Bg7 3. g3 Nf6 4. Bg2 O-O 5. e4 d6 6. Nge2 e5 7. O-O c6 8. d3 a6,English Opening,King's English Variation,rnbq1rk1/1p3pbp/p1pp1np1/4p3/2P1P3/2NP2P1/PP2NPBP/R1BQ1RK1 w - - 0 9,#6ae436,102.16216216216216,1,1,12.355533599853516,5.155213356018066
A10,English Opening: Myers Defense,1. c4 g5,English Opening,Myers Defense,rnbqkbnr/pppppp1p/8/6p1/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,#73ec40,102.16216216216216,1,1,-2.9219138622283936,2.7962796688079834
A10,English Opening: Myers Gambit,1. c4 g5 2. d4 Bg7,English Opening,Myers Gambit,rnbqk1nr/ppppppbp/8/6p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,#79e64b,102.16216216216216,1,1,3.010542154312134,-1.0923736095428467
A10,English Opening: Porcupine Variation,1. c4 f5 2. Nc3 Nf6 3. e4 fxe4 4. g4,English Opening,Porcupine Variation,rnbqkb1r/ppppp1pp/5n2/8/2P1p1P1/2N5/PP1P1P1P/R1BQKBNR b KQkq - 0 4,#83ee56,102.16216216216216,1,1,5.501861095428467,-1.0020185708999634
A10,English Opening: Wade Gambit,1. c4 f5 2. g4,English Opening,Wade Gambit,rnbqkbnr/ppppp1pp/8/5p2/2P3P1/8/PP1PPP1P/RNBQKBNR b KQkq - 0 2,#9fe980,102.16216216216216,1,1,-3.27034068107605,3.389802932739258
A10,English Opening: Zilbermints Gambit,1. c4 g5 2. d4 e5,English Opening,Zilbermints Gambit,rnbqkbnr/pppp1p1p/8/4p1p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,#a3f382,102.16216216216216,1,1,-3.0626072883605957,3.26241135597229
A11,English Opening: Caro-Kann Defensive System,1. c4 c6,English Opening,Caro-Kann Defensive System,rnbqkbnr/pp1ppppp/2p5/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,#56cb24,102.16216216216216,1,1,-2.1730995178222656,3.3610129356384277
A11,"Réti Opening: Anglo-Slav Variation, Gurevich System",1. c4 c6 2. Nf3 d5 3. e3,Réti Opening,Anglo-Slav Variation,rnbqkbnr/pp2pppp/2p5/3p4/2P5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,#a019b5,291.8918918918919,1,1,-0.15148276090621948,5.337766647338867
A11,"Réti Opening: Anglo-Slav Variation, Gurevich System",1. c4 c6 2. Nf3 d5 3. e3 Nf6 4. Qc2,Réti Opening,Anglo-Slav Variation,rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/4PN2/PPQP1PPP/RNB1KB1R b KQkq - 2 4,#a019b5,291.8918918918919,1,1,3.101752519607544,4.909519195556641
A11,"Réti Opening: Anglo-Slav Variation, Gurevich System",1. c4 c6 2. Nf3 d5 3. e3 Nf6 4. Nc3 Nbd7 5. Qc2,Réti Opening,Anglo-Slav Variation,r1bqkb1r/pp1npppp/2p2n2/3p4/2P5/2N1PN2/PPQP1PPP/R1B1KB1R b KQkq - 4 5,#a019b5,291.8918918918919,1,1,9.657410621643066,4.075897216796875
A11,"Réti Opening: Anglo-Slav Variation, Gurevich System",1. c4 c6 2. Nf3 d5 3. e3 Nf6 4. Nc3 Nbd7 5. b3 e5,Réti Opening,Anglo-Slav Variation,r1bqkb1r/pp1n1ppp/2p2n2/3pp3/2P5/1PN1PN2/P2P1PPP/R1BQKB1R w KQkq - 0 6,#a019b5,291.8918918918919,1,1,6.517993927001953,2.9123151302337646
A11,"Réti Opening: Anglo-Slav Variation, Gurevich System",1. c4 c6 2. Nf3 d5 3. e3 Nf6 4. Nc3 e6 5. b3 Bd6,Réti Opening,Anglo-Slav Variation,rnbqk2r/pp3ppp/2pbpn2/3p4/2P5/1PN1PN2/P2P1PPP/R1BQKB1R w KQkq - 1 6,#a019b5,291.8918918918919,1,1,6.788416385650635,2.4245264530181885
A11,"Réti Opening: Anglo-Slav Variation, with g3",1. c4 c6 2. Nf3 d5 3. g3 Nf6 4. b3 g6,Réti Opening,Anglo-Slav Variation,rnbqkb1r/pp2pp1p/2p2np1/3p4/2P5/1P3NP1/P2PPP1P/RNBQKB1R w KQkq - 0 5,#a019b5,291.8918918918919,1,1,1.348028540611267,1.8969908952713013
A11,"Réti Opening: Anglo-Slav Variation, with g3",1. c4 c6 2. Nf3 d5 3. g3 Nf6 4. Bg2,Réti Opening,Anglo-Slav Variation,rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R b KQkq - 2 4,#a019b5,291.8918918918919,1,1,2.856515645980835,2.550039052963257
A11,"Réti Opening: Anglo-Slav Variation, with g3",1. c4 c6 2. Nf3 d5 3. g3 Nf6 4. Bg2 dxc4,Réti Opening,Anglo-Slav Variation,rnbqkb1r/pp2pppp/2p2n2/8/2p5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 5,#a019b5,291.8918918918919,1,1,4.179335594177246,-1.0882230997085571
A11,"Réti Opening: Anglo-Slav Variation, with g3",1. c4 c6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Bf5,Réti Opening,Anglo-Slav Variation,rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 3 5,#a019b5,291.8918918918919,1,1,5.550025939941406,-0.8592349290847778
A11,"Réti Opening: Anglo-Slav Variation, with g3",1. c4 c6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Bf5 5. O-O e6 6. d3,Réti Opening,Anglo-Slav Variation,rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2P5/3P1NP1/PP2PPBP/RNBQ1RK1 b kq - 0 6,#a019b5,291.8918918918919,1,1,6.96510648727417,4.257314682006836
A11,"Réti Opening: Anglo-Slav Variation, with g3",1. Nf3 Nf6 2. g3 d5 3. Bg2 c6 4. O-O Bf5 5. d3 h6 6. c4 e6,Réti Opening,Anglo-Slav Variation,rn1qkb1r/pp3pp1/2p1pn1p/3p1b2/2P5/3P1NP1/PP2PPBP/RNBQ1RK1 w kq - 0 7,#a019b5,291.8918918918919,1,1,8.228323936462402,4.1833014488220215
A12,Réti Opening: Anglo-Slav Variation,1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3,Réti Opening,Anglo-Slav Variation,rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/1P3NP1/P2PPP1P/RNBQKB1R b KQkq - 0 4,#a019b5,291.8918918918919,1,1,0.9381586313247681,4.442178249359131
A12,"Réti Opening: Anglo-Slav Variation, Bled Variation",1. Nf3 d5 2. b3 Nf6 3. Bb2 g6 4. c4 c6,Réti Opening,Anglo-Slav Variation,rnbqkb1r/pp2pp1p/2p2np1/3p4/2P5/1P3N2/PB1PPPPP/RN1QKB1R w KQkq - 0 5,#a019b5,291.8918918918919,1,1,5.666203022003174,-0.8751257061958313
A12,"Réti Opening: Anglo-Slav Variation, Bogoljubow Variation",1. Nf3 d5 2. c4 c6 3. b3,Réti Opening,Anglo-Slav Variation,rnbqkbnr/pp2pppp/2p5/3p4/2P5/1P3N2/P2PPPPP/RNBQKB1R b KQkq - 0 3,#a019b5,291.8918918918919,1,1,0.8713488578796387,3.1516005992889404
A12,"Réti Opening: Anglo-Slav Variation, Bogoljubow Variation",1. Nf3 d5 2. c4 c6 3. b3 Bg4,Réti Opening,Anglo-Slav Variation,rn1qkbnr/pp2pppp/2p5/3p4/2P3b1/1P3N2/P2PPPPP/RNBQKB1R w KQkq - 1 4,#a019b5,291.8918918918919,1,1,1.6857664585113525,-0.23303785920143127
A12,"Réti Opening: Anglo-Slav Variation, Bogoljubow Variation",1. Nf3 d5 2. c4 c6 3. b3 Bf5,Réti Opening,Anglo-Slav Variation,rn1qkbnr/pp2pppp/2p5/3p1b2/2P5/1P3N2/P2PPPPP/RNBQKB1R w KQkq - 1 4,#a019b5,291.8918918918919,1,1,1.177432656288147,1.7713383436203003
A12,"Réti Opening: Anglo-Slav Variation, Bogoljubow Variation",1. Nf3 d5 2. c4 c6 3. b3 Bf5 4. Bb2,Réti Opening,Anglo-Slav Variation,rn1qkbnr/pp2pppp/2p5/3p1b2/2P5/1P3N2/PB1PPPPP/RN1QKB1R b KQkq - 2 4,#a019b5,291.8918918918919,1,1,4.753387451171875,0.16804547607898712
A12,"Réti Opening: Anglo-Slav Variation, Capablanca Variation",1. c4 Nf6 2. Nf3 c6 3. b3 d5 4. Bb2 Bg4,Réti Opening,Anglo-Slav Variation,rn1qkb1r/pp2pppp/2p2n2/3p4/2P3b1/1P3N2/PB1PPPPP/RN1QKB1R w KQkq - 2 5,#a019b5,291.8918918918919,1,1,7.8241658210754395,-0.9723732471466064
A12,"Réti Opening: Anglo-Slav Variation, London Defensive System",1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bf5,Réti Opening,Anglo-Slav Variation,rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/1P3NP1/P2PPP1P/RNBQKB1R w KQkq - 1 5,#a019b5,291.8918918918919,1,1,3.190460205078125,0.6294821500778198
A12,"Réti Opening: Anglo-Slav Variation, New York System",1. Nf3 Nf6 2. c4 c6 3. b3 d5 4. Bb2 Bf5,Réti Opening,Anglo-Slav Variation,rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/1P3N2/PB1PPPPP/RN1QKB1R w KQkq - 2 5,#a019b5,291.8918918918919,1,1,7.664720058441162,-0.5827637314796448
A12,"Réti Opening: Anglo-Slav Variation, Torre System",1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bg4,Réti Opening,Anglo-Slav Variation,rn1qkb1r/pp2pppp/2p2n2/3p4/2P3b1/1P3NP1/P2PPP1P/RNBQKB1R w KQkq - 1 5,#a019b5,291.8918918918919,1,1,2.5263113975524902,0.9712948799133301
A12,"Réti Opening: Anglo-Slav Variation, with dxc4",1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 dxc4,Réti Opening,Anglo-Slav Variation,rnbqkb1r/pp2pppp/2p2n2/8/2p5/1P3NP1/P2PPP1P/RNBQKB1R w KQkq - 0 5,#a019b5,291.8918918918919,1,1,1.27842378616333,2.4395039081573486
A13,English Opening: Agincourt Defense,1. c4 e6,English Opening,Agincourt Defense,rnbqkbnr/pppp1ppp/4p3/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,#44a21d,102.16216216216216,1,1,-2.2910256385803223,4.193207740783691
A13,English Opening: Agincourt Defense,1. c4 e6 2. Nf3,English Opening,Agincourt Defense,rnbqkbnr/pppp1ppp/4p3/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 1 2,#44a21d,102.16216216216216,1,1,1.1682592630386353,2.113290786743164
A13,English Opening: Agincourt Defense,1. c4 e6 2. Nf3 d5,English Opening,Agincourt Defense,rnbqkbnr/ppp2ppp/4p3/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,#44a21d,102.16216216216216,1,1,-1.990578532218933,3.0584921836853027
A13,English Opening: Agincourt Defense,1. c4 e6 2. Nf3 d5 3. b3 Nf6 4. Bb2 Be7 5. e3 O-O,English Opening,Agincourt Defense,rnbq1rk1/ppp1bppp/4pn2/3p4/2P5/1P2PN2/PB1P1PPP/RN1QKB1R w KQ - 1 6,#44a21d,102.16216216216216,1,1,10.002559661865234,1.3710095882415771
A13,English Opening: Agincourt Defense,1. c4 e6 2. Nf3 d5 3. b3 Nf6 4. Bb2 Be7 5. e3 O-O 6. d4,English Opening,Agincourt Defense,rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/1P2PN2/PB3PPP/RN1QKB1R b KQ - 0 6,#44a21d,102.16216216216216,1,1,11.089533805847168,3.0421884059906006
A13,"English Opening: Agincourt Defense, Bogoljubow Defense",1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Bd6,English Opening,Agincourt Defense,rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 3 5,#44a21d,102.16216216216216,1,1,4.601046562194824,1.0441004037857056
A13,"English Opening: Agincourt Defense, Catalan Defense",1. c4 e6 2. Nf3 d5 3. g3 b6 4. Bg2 Bb7 5. O-O,English Opening,Agincourt Defense,rn1qkbnr/pbp2ppp/1p2p3/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq - 3 5,#44a21d,102.16216216216216,1,1,6.606274604797363,4.283584117889404
A13,"English Opening: Agincourt Defense, Catalan Defense",1. c4 e6 2. Nf3 d5 3. g3 c5,English Opening,Agincourt Defense,rnbqkbnr/pp3ppp/4p3/2pp4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4,#44a21d,102.16216216216216,1,1,-0.33156663179397583,1.5233274698257446
A13,"English Opening: Agincourt Defense, Catalan Defense Accepted",1. c4 e6 2. Nf3 Nf6 3. g3 d5 4. Bg2 dxc4,English Opening,Agincourt Defense,rnbqkb1r/ppp2ppp/4pn2/8/2p5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 5,#44a21d,102.16216216216216,1,1,4.826014995574951,-0.8537856936454773
A13,"English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense",1. c4 e6 2. Nf3 Nf6 3. g3 d5 4. Bg2 c6,English Opening,Agincourt Defense,rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 5,#44a21d,102.16216216216216,1,1,4.6080780029296875,0.18415939807891846
A13,"English Opening: Agincourt Defense, Kurajica Defense",1. c4 e6 2. Nf3 d5 3. g3 c6,English Opening,Agincourt Defense,rnbqkbnr/pp3ppp/2p1p3/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4,#44a21d,102.16216216216216,1,1,-0.3436099886894226,4.30411434173584
A13,"English Opening: Agincourt Defense, Tarrasch Defense",1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 c5 5. b3 Nc6 6. O-O Be7,English Opening,Agincourt Defense,r1bqk2r/pp2bppp/2n1pn2/2pp4/2P5/1P3NP1/P2PPPBP/RNBQ1RK1 w kq - 3 7,#44a21d,102.16216216216216,1,1,10.426429748535156,3.020009994506836
A13,"English Opening: Agincourt Defense, Wimpy System",1. c4 e6 2. Nf3 Nf6 3. b3 d5 4. Bb2 c5 5. e3,English Opening,Agincourt Defense,rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/1P2PN2/PB1P1PPP/RN1QKB1R b KQkq - 0 5,#44a21d,102.16216216216216,1,1,11.030426025390625,0.9423768520355225
A13,English Opening: Neo-Catalan,1. c4 e6 2. Nf3 d5 3. g3 Nf6,English Opening,Neo-Catalan,rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 1 4,#80e156,102.16216216216216,1,1,2.0723953247070312,1.3878365755081177
A13,English Opening: Neo-Catalan Declined,1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7,English Opening,Neo-Catalan Declined,rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 3 5,#86dc61,102.16216216216216,1,1,6.454607963562012,0.7187750935554504
A13,English Opening: Romanishin Gambit,1. c4 Nf6 2. Nf3 e6 3. g3 a6 4. Bg2 b5,English Opening,Romanishin Gambit,rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 5,#89e961,102.16216216216216,1,1,4.499256610870361,-0.4462606906890869
A14,"English Opening: Agincourt Defense, Keres Defense",1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. O-O c5 6. cxd5 Nxd5 7. Nc3 Nc6,English Opening,Agincourt Defense,r1bqk2r/pp2bppp/2n1p3/2pn4/8/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq - 2 8,#44a21d,102.16216216216216,1,1,11.494818687438965,4.2079315185546875
A14,"English Opening: Agincourt Defense, Neo-Catalan Declined",1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. O-O,English Opening,Agincourt Defense,rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq - 4 5,#44a21d,102.16216216216216,1,1,6.72664213180542,3.7640421390533447
A14,"English Opening: Agincourt Defense, Neo-Catalan Declined",1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. O-O O-O 6. b3,English Opening,Agincourt Defense,rnbq1rk1/ppp1bppp/4pn2/3p4/2P5/1P3NP1/P2PPPBP/RNBQ1RK1 b - - 0 6,#44a21d,102.16216216216216,1,1,9.144721031188965,3.6525728702545166
A14,"English Opening: Agincourt Defense, Neo-Catalan Declined",1. Nf3 d5 2. g3 Nf6 3. Bg2 e6 4. O-O Be7 5. c4 O-O 6. b3 c5,English Opening,Agincourt Defense,rnbq1rk1/pp2bppp/4pn2/2pp4/2P5/1P3NP1/P2PPPBP/RNBQ1RK1 w - - 0 7,#44a21d,102.16216216216216,1,1,10.363679885864258,4.015581130981445
A14,"English Opening: Agincourt Defense, Neo-Catalan Declined",1. Nf3 d5 2. g3 Nf6 3. Bg2 e6 4. O-O Be7 5. c4 O-O 6. b3 c5 7. e3,English Opening,Agincourt Defense,rnbq1rk1/pp2bppp/4pn2/2pp4/2P5/1P2PNP1/P2P1PBP/RNBQ1RK1 b - - 0 7,#44a21d,102.16216216216216,1,1,8.576981544494629,3.539369583129883
A14,"English Opening: Agincourt Defense, Neo-Catalan Declined",1. Nf3 d5 2. g3 Nf6 3. Bg2 e6 4. O-O Be7 5. c4 O-O 6. b3 c5 7. e3 d4,English Opening,Agincourt Defense,rnbq1rk1/pp2bppp/4pn2/2p5/2Pp4/1P2PNP1/P2P1PBP/RNBQ1RK1 w - - 0 8,#44a21d,102.16216216216216,1,1,9.045869827270508,3.2473835945129395
A14,"English Opening: Agincourt Defense, Neo-Catalan Declined",1. Nf3 d5 2. g3 Nf6 3. Bg2 e6 4. O-O Be7 5. c4 O-O 6. b3 c5 7. e3 Nc6,English Opening,Agincourt Defense,r1bq1rk1/pp2bppp/2n1pn2/2pp4/2P5/1P2PNP1/P2P1PBP/RNBQ1RK1 w - - 1 8,#44a21d,102.16216216216216,1,1,9.126187324523926,3.4308955669403076
A14,"English Opening: Agincourt Defense, Neo-Catalan Declined, Early b3",1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. b3,English Opening,Agincourt Defense,rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1P3NP1/P2PPPBP/RNBQK2R b KQkq - 0 5,#44a21d,102.16216216216216,1,1,6.165980339050293,0.9919601678848267
A14,"English Opening: Agincourt Defense, Neo-Catalan Declined, Early b3",1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. b3 b6,English Opening,Agincourt Defense,rnbqk2r/p1p1bppp/1p2pn2/3p4/2P5/1P3NP1/P2PPPBP/RNBQK2R w KQkq - 0 6,#44a21d,102.16216216216216,1,1,5.135344982147217,3.3315048217773438
A14,"English Opening: Agincourt Defense, Neo-Catalan Declined, Early b3",1. c4 e6 2. Nf3 d5 3. g3 Nf6 4. Bg2 Be7 5. b3 c5,English Opening,Agincourt Defense,rnbqk2r/pp2bppp/4pn2/2pp4/2P5/1P3NP1/P2PPPBP/RNBQK2R w KQkq - 0 6,#44a21d,102.16216216216216,1,1,7.465063571929932,0.461176335811615
A14,Réti Opening: Anglo-Slav Variation,1. Nf3 d5 2. c4 c6 3. g3 Nf6 4. Bg2 e6 5. b3 Be7 6. Bb2,Réti Opening,Anglo-Slav Variation,rnbqk2r/pp2bppp/2p1pn2/3p4/2P5/1P3NP1/PB1PPPBP/RN1QK2R b KQkq - 2 6,#a019b5,291.8918918918919,1,1,9.105036735534668,1.401235580444336
A14,"Réti Opening: Anglo-Slav Variation, Bogoljubow Variation, Stonewall Line",1. Nf3 d5 2. c4 e6 3. g3 Nf6 4. Bg2 Be7 5. O-O O-O 6. b3 c6 7. Bb2,Réti Opening,Anglo-Slav Variation,rnbq1rk1/pp2bppp/2p1pn2/3p4/2P5/1P3NP1/PB1PPPBP/RN1Q1RK1 b - - 1 7,#a019b5,291.8918918918919,1,1,12.500754356384277,5.556853294372559
A15,English Opening: Anglo-Indian Defense,1. c4 Nf6,English Opening,Anglo-Indian Defense,rnbqkb1r/pppppppp/5n2/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 1 2,#4db720,102.16216216216216,1,1,-0.4744884669780731,0.9882345199584961
A15,"English Opening: Anglo-Indian Defense, Anti-Anti-Grünfeld",1. c4 Nf6 2. Nc3 g6 3. Nf3 Bg7 4. e4,English Opening,Anglo-Indian Defense,rnbqk2r/ppppppbp/5np1/8/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b KQkq - 0 4,#4db720,102.16216216216216,1,1,1.8522940874099731,4.2161335945129395
A15,"English Opening: Anglo-Indian Defense, Grünfeld Formation",1. c4 Nf6 2. Nf3 g6 3. g3 d5,English Opening,Anglo-Indian Defense,rnbqkb1r/ppp1pp1p/5np1/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4,#4db720,102.16216216216216,1,1,-2.063889741897583,2.4200212955474854
A15,"English Opening: Anglo-Indian Defense, King's Indian Formation",1. c4 Nf6 2. Nf3 g6,English Opening,Anglo-Indian Defense,rnbqkb1r/pppppp1p/5np1/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,#4db720,102.16216216216216,1,1,-0.2889610230922699,0.29627689719200134
A15,"English Opening: Anglo-Indian Defense, King's Indian Formation, Double Fianchetto",1. c4 Nf6 2. Nf3 g6 3. g3 b6 4. Bg2 Bb7,English Opening,Anglo-Indian Defense,rn1qkb1r/pbpppp1p/1p3np1/8/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 2 5,#4db720,102.16216216216216,1,1,5.573165416717529,-0.9014142155647278
A15,"English Opening: Anglo-Indian Defense, King's Knight Variation",1. c4 Nf6 2. Nf3,English Opening,Anglo-Indian Defense,rnbqkb1r/pppppppp/5n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 2 2,#4db720,102.16216216216216,1,1,0.5620196461677551,2.5083775520324707
A15,"English Opening: Anglo-Indian Defense, Old Indian Formation",1. c4 Nf6 2. Nf3 d6,English Opening,Anglo-Indian Defense,rnbqkb1r/ppp1pppp/3p1n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,#4db720,102.16216216216216,1,1,1.9686156511306763,0.18307848274707794
A15,"English Opening: Anglo-Indian Defense, Queen's Indian Formation",1. c4 Nf6 2. Nf3 b6,English Opening,Anglo-Indian Defense,rnbqkb1r/p1pppppp/1p3n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,#4db720,102.16216216216216,1,1,1.1104350090026855,1.6622227430343628
A15,"English Opening: Anglo-Indian Defense, Queen's Indian Formation",1. c4 e6 2. Nf3 Nf6 3. g3 b6 4. Bg2 Bb7,English Opening,Anglo-Indian Defense,rn1qkb1r/pbpp1ppp/1p2pn2/8/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 2 5,#4db720,102.16216216216216,1,1,8.869405746459961,-0.2516094148159027
A15,"English Opening: Anglo-Indian Defense, Romanishin Variation",1. c4 e6 2. Nf3 Nf6 3. g3 a6,English Opening,Anglo-Indian Defense,rnbqkb1r/1ppp1ppp/p3pn2/8/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4,#4db720,102.16216216216216,1,1,3.8295018672943115,-0.10012221336364746
A15,"English Opening: Anglo-Indian Defense, Scandinavian Defense",1. c4 Nf6 2. Nf3 d5,English Opening,Anglo-Indian Defense,rnbqkb1r/ppp1pppp/5n2/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,#4db720,102.16216216216216,1,1,-0.38356536626815796,0.6636583209037781
A15,"English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation",1. c4 Nf6 2. Nf3 d5 3. cxd5 Nxd5,English Opening,Anglo-Indian Defense,rnbqkb1r/ppp1pppp/8/3n4/8/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 4,#4db720,102.16216216216216,1,1,4.768608093261719,-2.2010250091552734
A15,"English Opening: Anglo-Indian Defense, Slav Formation",1. c4 Nf6 2. Nf3 g6 3. g3 c6,English Opening,Anglo-Indian Defense,rnbqkb1r/pp1ppp1p/2p2np1/8/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4,#4db720,102.16216216216216,1,1,0.2958347797393799,0.7424163818359375
A15,English Orangutan,1. c4 Nf6 2. b4,English Orangutan,Root,rnbqkb1r/pppppppp/5n2/8/1PP5/8/P2PPPPP/RNBQKBNR b KQkq - 0 2,#53db24,104.5945945945946,1,1,-1.5646271705627441,2.6722323894500732
A15,English Orangutan,1. c4 Nf6 2. Nf3 g6 3. b4,English Orangutan,Root,rnbqkb1r/pppppp1p/5np1/8/1PP5/5N2/P2PPPPP/RNBQKB1R b KQkq - 0 3,#53db24,104.5945945945946,1,1,0.3366403877735138,0.676445722579956
A16,English Opening: Anglo-Grünfeld Defense,1. c4 Nf6 2. Nc3 d5,English Opening,Anglo-Grünfeld Defense,rnbqkb1r/ppp1pppp/5n2/3p4/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 3,#48b819,102.16216216216216,1,1,1.3470540046691895,0.6999457478523254
A16,"English Opening: Anglo-Grünfeld Defense, Korchnoi Variation",1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3 g6 5. g3 Bg7 6. Bg2 e5,English Opening,Anglo-Grünfeld Defense,rnbqk2r/ppp2pbp/6p1/3np3/8/2N2NP1/PP1PPPBP/R1BQK2R w KQkq - 0 7,#48b819,102.16216216216216,1,1,8.17133617401123,-0.6927351951599121
A16,"English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation",1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3,English Opening,Anglo-Indian Defense,rnbqkb1r/ppp1pppp/8/3n4/8/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 1 4,#4db720,102.16216216216216,1,1,7.0651397705078125,-1.5958999395370483
A16,"English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation",1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3 g6,English Opening,Anglo-Indian Defense,rnbqkb1r/ppp1pp1p/6p1/3n4/8/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 5,#4db720,102.16216216216216,1,1,4.843140602111816,-2.1458704471588135
